customer_id,country,recency,frequency,monetary,r,f,m,rfm_score,fm,segment_key,segment,kmeans_cluster,dbscan_cluster,kmeans_optimal
2428152,Thailand,57,14,9127.62,3,5,4,354,4,34,loyal customers,0,0,0
2428206,Philippines,141,2,764.76,2,2,1,221,1,21,hibernating,0,0,0
2428470,India,36,10,13585.68,4,5,4,454,4,44,loyal customers,0,0,0
2428614,India,99,1,4837.50,3,1,3,313,2,32,about to sleep,0,0,0
2428938,Japan,176,1,239.88,2,1,1,211,1,21,hibernating,1,0,0
2428992,Vietnam,78,12,45880.86,3,5,5,355,5,35,loyal customers,0,-1,0
2429682,India,36,5,7149.54,4,4,4,444,4,44,loyal customers,0,0,0
2430036,Thailand,78,5,6261.48,3,4,4,344,4,34,loyal customers,0,0,0
2430066,India,50,8,7565.28,4,4,4,444,4,44,loyal customers,0,0,0
2430360,India,8,3,3534.42,5,3,3,533,3,53,potential loyalists,0,0,0
2430474,Philippines,204,1,1158.48,2,1,2,212,1,21,hibernating,1,0,0
2430810,South Korea,162,1,9736.02,2,1,4,214,2,22,hibernating,1,0,0
2430942,Vietnam,358,1,617.46,1,1,1,111,1,11,hibernating,1,0,0
2430954,Vietnam,15,5,633.90,5,4,1,541,2,52,potential loyalists,0,0,0
2431392,Vietnam,99,2,3309.06,3,2,3,323,2,32,about to sleep,0,0,0
2431824,Vietnam,113,6,12288.48,3,4,4,344,4,34,loyal customers,0,0,0
2431890,India,99,1,1206.36,3,1,2,312,1,31,about to sleep,0,0,0
2431992,South Korea,351,1,3205.26,1,1,3,113,2,12,hibernating,1,0,0
2432016,South Korea,351,1,800.82,1,1,1,111,1,11,hibernating,1,0,0
2432028,South Korea,295,1,761.58,1,1,1,111,1,11,hibernating,1,0,0
2432052,Vietnam,22,38,268695.96,4,5,5,455,5,45,loyal customers,0,-1,0
2432232,South Korea,239,2,2279.40,2,2,3,223,2,22,hibernating,1,0,0
2432508,Japan,134,1,226.14,2,1,1,211,1,21,hibernating,0,0,0
2432706,Philippines,1,14,15323.70,5,5,5,555,5,55,champions,0,0,0
2432778,Vietnam,64,5,6217.08,3,4,4,344,4,34,loyal customers,0,0,0
2433066,Vietnam,78,3,1848.54,3,3,2,332,2,32,about to sleep,0,0,0
2433414,Thailand,36,10,4501.74,4,5,3,453,4,44,loyal customers,0,0,0
2433846,Japan,106,5,8592.72,3,4,4,344,4,34,loyal customers,0,0,0
2434302,India,1,2,2743.80,5,2,3,523,2,52,potential loyalists,0,0,0
2434638,India,1,4,4198.08,5,3,3,533,3,53,potential loyalists,0,0,0
2434860,India,15,25,48118.80,5,5,5,555,5,55,champions,0,0,0
2435838,Vietnam,8,87,23622.60,5,5,5,555,5,55,champions,0,-1,0
2436258,India,78,5,11085.60,3,4,4,344,4,34,loyal customers,0,0,0
2437110,Philippines,183,2,0.00,2,2,1,221,1,21,hibernating,1,0,0
2437296,Vietnam,1,14,24412.02,5,5,5,555,5,55,champions,0,0,0
2437716,India,351,1,287.28,1,1,1,111,1,11,hibernating,1,0,0
2438172,Japan,246,1,1136.10,1,1,2,112,1,11,hibernating,1,0,0
2438358,South Korea,15,10,18749.22,5,5,5,555,5,55,champions,0,0,0
2438412,Vietnam,204,2,2253.00,2,2,3,223,2,22,hibernating,1,0,0
2438454,India,260,6,16231.44,1,4,5,145,4,14,at risk,1,0,0
2438574,India,92,4,10217.70,3,3,4,334,3,33,need attention,0,0,0
2438784,India,1,5,11748.66,5,4,4,544,4,54,loyal customers,0,0,0
2438820,Vietnam,36,4,4150.14,4,3,3,433,3,43,potential loyalists,0,0,0
2439198,India,148,4,3745.98,2,3,3,233,3,23,at risk,1,0,0
2439288,Philippines,239,5,6152.52,2,4,4,244,4,24,at risk,1,0,0
2439366,Thailand,43,8,13253.46,4,4,4,444,4,44,loyal customers,0,0,0
2439504,India,197,3,3669.36,2,3,3,233,3,23,at risk,1,0,0
2439510,India,267,2,2199.42,1,2,2,122,2,12,hibernating,1,0,0
2439918,Philippines,176,3,2336.94,2,3,3,233,3,23,at risk,1,0,0
2440032,Vietnam,1,41,24378.30,5,5,5,555,5,55,champions,0,0,0
2440188,Japan,183,1,2066.04,2,1,2,212,1,21,hibernating,1,0,0
2440248,India,141,3,3123.42,2,3,3,233,3,23,at risk,0,0,0
2440464,Vietnam,239,1,1126.50,2,1,2,212,1,21,hibernating,1,0,0
2440614,India,127,2,2891.22,2,2,3,223,2,22,hibernating,0,0,0
2440776,Vietnam,57,3,2349.54,3,3,3,333,3,33,need attention,0,0,0
2441154,Vietnam,344,3,1270.50,1,3,2,132,2,12,hibernating,1,0,0
2441478,South Korea,351,1,1268.88,1,1,2,112,1,11,hibernating,1,0,0
2441604,India,1,20,29412.90,5,5,5,555,5,55,champions,0,0,0
2441616,Vietnam,57,2,3885.36,3,2,3,323,2,32,about to sleep,0,0,0
2441622,Vietnam,71,2,729.84,3,2,1,321,1,31,about to sleep,0,0,0
2441652,Vietnam,64,5,6633.18,3,4,4,344,4,34,loyal customers,0,0,0
2441712,Vietnam,8,4,6236.64,5,3,4,534,3,53,potential loyalists,0,0,0
2441718,Vietnam,29,19,11088.00,4,5,4,454,4,44,loyal customers,0,0,0
2441724,Vietnam,29,4,4795.32,4,3,3,433,3,43,potential loyalists,0,0,0
2441736,Vietnam,64,4,1561.08,3,3,2,332,2,32,about to sleep,0,0,0
2441892,Vietnam,64,8,9397.20,3,4,4,344,4,34,loyal customers,0,0,0
2441976,Vietnam,50,1,1837.14,4,1,2,412,1,41,promising,0,0,0
2441982,Vietnam,1,24,12774.78,5,5,4,554,4,54,loyal customers,0,0,0
2442042,Vietnam,288,2,393.48,1,2,1,121,1,11,hibernating,1,0,0
2442270,Vietnam,309,2,426.18,1,2,1,121,1,11,hibernating,1,0,0
2442396,Vietnam,99,1,1187.70,3,1,2,312,1,31,about to sleep,0,0,0
2442456,Vietnam,22,1,586.80,4,1,1,411,1,41,promising,0,0,0
2442462,Vietnam,162,1,3253.56,2,1,3,213,2,22,hibernating,1,0,0
2442558,India,127,5,5547.24,2,4,4,244,4,24,at risk,0,0,0
2442978,India,71,2,2422.80,3,2,3,323,2,32,about to sleep,0,0,0
2443002,Vietnam,344,1,2944.32,1,1,3,113,2,12,hibernating,1,0,0
2443098,South Korea,176,8,21737.28,2,4,5,245,4,24,at risk,1,0,0
2443284,India,246,10,102208.02,1,5,5,155,5,15,can't lose,1,-1,0
2443404,Thailand,8,1,368.16,5,1,1,511,1,51,new customers,0,0,0
2443482,Thailand,36,3,3111.84,4,3,3,433,3,43,potential loyalists,0,0,0
2443812,Philippines,29,24,11653.08,4,5,4,454,4,44,loyal customers,0,0,0
2444352,Vietnam,358,1,268.74,1,1,1,111,1,11,hibernating,1,0,0
2444430,South Korea,71,5,7796.22,3,4,4,344,4,34,loyal customers,0,0,0
2445048,Philippines,309,1,270.72,1,1,1,111,1,11,hibernating,1,0,0
2445204,Vietnam,365,1,157.38,1,1,1,111,1,11,hibernating,1,0,0
2445228,China,15,1,257.70,5,1,1,511,1,51,new customers,0,0,0
2445510,Vietnam,365,1,365.94,1,1,1,111,1,11,hibernating,1,0,0
2445600,India,78,6,32711.58,3,4,5,345,4,34,loyal customers,0,0,0
2445888,China,85,1,2441.40,3,1,3,313,2,32,about to sleep,0,0,0
2446134,India,162,2,2899.80,2,2,3,223,2,22,hibernating,1,0,0
2446596,China,57,3,7324.20,3,3,4,334,3,33,need attention,0,0,0
2446950,India,120,13,99669.66,3,5,5,355,5,35,loyal customers,0,-1,0
2446968,China,22,14,21766.98,4,5,5,455,5,45,loyal customers,0,0,0
2447010,India,36,2,2750.22,4,2,3,423,2,42,potential loyalists,0,0,0
2447058,Philippines,29,18,11949.00,4,5,4,454,4,44,loyal customers,0,0,0
2447142,South Korea,1,21,69549.96,5,5,5,555,5,55,champions,0,0,0
2447922,India,1,17,9900.18,5,5,4,554,4,54,loyal customers,0,0,0
2448150,China,22,3,35815.80,4,3,5,435,4,44,loyal customers,0,0,0
2448180,Philippines,218,2,244.14,2,2,1,221,1,21,hibernating,1,0,0
2448264,China,260,1,3046.26,1,1,3,113,2,12,hibernating,1,0,0
2448312,India,50,7,16965.06,4,4,5,445,4,44,loyal customers,0,0,0
2448624,China,15,1,361.44,5,1,1,511,1,51,new customers,0,0,0
2448714,China,64,1,919.56,3,1,1,311,1,31,about to sleep,0,0,0
2448942,Thailand,29,8,20380.02,4,4,5,445,4,44,loyal customers,0,0,0
2448978,Vietnam,8,16,17439.06,5,5,5,555,5,55,champions,0,0,0
2449062,Myanmar,1,23,49665.96,5,5,5,555,5,55,champions,0,0,0
2449122,India,50,4,9786.90,4,3,4,434,3,43,potential loyalists,0,0,0
2449752,India,8,39,174323.28,5,5,5,555,5,55,champions,0,-1,0
2449764,India,78,6,16029.54,3,4,5,345,4,34,loyal customers,0,0,0
2449848,Vietnam,232,1,1126.50,2,1,2,212,1,21,hibernating,1,0,0
2450682,India,22,2,1331.40,4,2,2,422,2,42,potential loyalists,0,0,0
2450730,Myanmar,365,1,2909.82,1,1,3,113,2,12,hibernating,1,0,0
2450862,China,8,25,44720.22,5,5,5,555,5,55,champions,0,0,0
2451006,Vietnam,57,7,8256.60,3,4,4,344,4,34,loyal customers,0,0,0
2451036,China,162,10,4305.78,2,5,3,253,4,24,at risk,1,0,0
2451174,Thailand,183,4,5408.64,2,3,4,234,3,23,at risk,1,0,0
2451360,Vietnam,8,4,9069.42,5,3,4,534,3,53,potential loyalists,0,0,0
2451702,India,260,3,4890.96,1,3,4,134,3,13,at risk,1,0,0
2451810,China,8,11,17632.20,5,5,5,555,5,55,champions,0,0,0
2451960,Philippines,43,3,6843.24,4,3,4,434,3,43,potential loyalists,0,0,0
2452476,China,148,15,922590.00,2,5,5,255,5,25,at risk,0,-1,0
2452896,China,71,1,1832.94,3,1,2,312,1,31,about to sleep,0,0,0
2452926,India,78,3,2655.90,3,3,3,333,3,33,need attention,0,0,0
2453430,India,85,2,2435.46,3,2,3,323,2,32,about to sleep,0,0,0
2453664,Philippines,260,4,3024.06,1,3,3,133,3,13,at risk,1,0,0
2453868,China,22,1,627.30,4,1,1,411,1,41,promising,0,0,0
2454666,China,29,2,4256.28,4,2,3,423,2,42,potential loyalists,0,0,0
2454690,Vietnam,64,1,2052.00,3,1,2,312,1,31,about to sleep,0,0,0
2454780,Philippines,85,4,5602.44,3,3,4,334,3,33,need attention,0,0,0
2455020,Myanmar,8,6,8476.56,5,4,4,544,4,54,loyal customers,0,0,0
2455140,Japan,358,1,2112.96,1,1,2,112,1,11,hibernating,1,0,0
2455674,China,99,3,6928.56,3,3,4,334,3,33,need attention,0,0,0
2455740,Iraq,36,7,7612.80,4,4,4,444,4,44,loyal customers,0,0,0
2456118,Philippines,22,30,19723.08,4,5,5,455,5,45,loyal customers,0,0,0
2456130,Vietnam,22,24,16185.72,4,5,5,455,5,45,loyal customers,0,0,0
2456262,Myanmar,36,3,25209.36,4,3,5,435,4,44,loyal customers,0,0,0
2456490,China,337,1,3035.22,1,1,3,113,2,12,hibernating,1,0,0
2457024,Philippines,113,1,615.24,3,1,1,311,1,31,about to sleep,0,0,0
2457120,India,8,28,37477.56,5,5,5,555,5,55,champions,0,0,0
2457180,China,211,3,2929.56,2,3,3,233,3,23,at risk,1,0,0
2457258,South Korea,22,20,84313.32,4,5,5,455,5,45,loyal customers,0,-1,0
2457300,Vietnam,15,6,1686.12,5,4,2,542,3,53,potential loyalists,0,0,0
2457432,China,162,3,6583.92,2,3,4,234,3,23,at risk,1,0,0
2457936,China,78,3,4424.34,3,3,3,333,3,33,need attention,0,0,0
2458092,China,1,25,63469.14,5,5,5,555,5,55,champions,0,0,0
2458470,Philippines,309,1,1020.54,1,1,2,112,1,11,hibernating,1,0,0
2458500,India,99,9,16549.56,3,4,5,345,4,34,loyal customers,0,0,0
2458620,Philippines,183,2,1780.44,2,2,2,222,2,22,hibernating,1,0,0
2458692,South Korea,1,3,6593.40,5,3,4,534,3,53,potential loyalists,0,0,0
2458764,India,302,1,368.76,1,1,1,111,1,11,hibernating,1,0,0
2458926,South Korea,253,1,1008.84,1,1,2,112,1,11,hibernating,1,0,0
2458986,India,29,6,8535.00,4,4,4,444,4,44,loyal customers,0,0,0
2459022,China,211,1,281.88,2,1,1,211,1,21,hibernating,1,0,0
2459040,India,8,3,7574.04,5,3,4,534,3,53,potential loyalists,0,0,0
2459100,India,57,16,32258.40,3,5,5,355,5,35,loyal customers,0,0,0
2459154,Japan,239,2,2377.50,2,2,3,223,2,22,hibernating,1,0,0
2459172,Philippines,29,7,6892.20,4,4,4,444,4,44,loyal customers,0,0,0
2459718,India,288,1,371.22,1,1,1,111,1,11,hibernating,1,0,0
2460300,Vietnam,29,6,3707.76,4,4,3,443,3,43,potential loyalists,0,0,0
2460318,Vietnam,183,2,1286.58,2,2,2,222,2,22,hibernating,1,0,0
2460636,Myanmar,43,13,16501.68,4,5,5,455,5,45,loyal customers,0,0,0
2460726,India,176,3,2794.56,2,3,3,233,3,23,at risk,1,0,0
2461176,Thailand,15,15,18925.74,5,5,5,555,5,55,champions,0,0,0
2461326,Vietnam,1,89,49360.56,5,5,5,555,5,55,champions,0,-1,0
2462310,India,85,4,4380.96,3,3,3,333,3,33,need attention,0,0,0
2462652,China,36,2,1740.96,4,2,2,422,2,42,potential loyalists,0,0,0
2463120,China,120,2,3053.64,3,2,3,323,2,32,about to sleep,0,0,0
2463276,Thailand,323,1,1245.12,1,1,2,112,1,11,hibernating,1,0,0
2463810,China,127,1,396.18,2,1,1,211,1,21,hibernating,0,0,0
2464338,India,260,1,1221.36,1,1,2,112,1,11,hibernating,1,0,0
2464404,China,316,1,3044.52,1,1,3,113,2,12,hibernating,1,0,0
2464644,China,57,4,3441.30,3,3,3,333,3,33,need attention,0,0,0
2464854,India,57,5,7438.80,3,4,4,344,4,34,loyal customers,0,0,0
2464896,China,85,4,51504.00,3,3,5,335,4,34,loyal customers,0,-1,0
2465010,Thailand,330,1,2491.68,1,1,3,113,2,12,hibernating,1,0,0
2465130,Philippines,1,41,153542.34,5,5,5,555,5,55,champions,0,0,0
2465136,South Korea,316,2,1835.58,1,2,2,122,2,12,hibernating,1,0,0
2465238,India,106,4,4347.48,3,3,3,333,3,33,need attention,0,0,0
2465478,Philippines,50,7,7519.20,4,4,4,444,4,44,loyal customers,0,0,0
2465682,India,8,1,1202.76,5,1,2,512,1,51,new customers,0,0,0
2465826,India,29,13,33830.46,4,5,5,455,5,45,loyal customers,0,0,0
2466024,China,8,3,6811.92,5,3,4,534,3,53,potential loyalists,0,0,0
2466132,Philippines,1,76,33288.48,5,5,5,555,5,55,champions,0,-1,0
2466234,India,22,3,9974.40,4,3,4,434,3,43,potential loyalists,0,0,0
2466426,China,302,1,352.38,1,1,1,111,1,11,hibernating,1,0,0
2466510,Myanmar,302,1,1208.28,1,1,2,112,1,11,hibernating,1,0,0
2466918,China,232,1,417.96,2,1,1,211,1,21,hibernating,1,0,0
2467140,Japan,155,1,5473.38,2,1,4,214,2,22,hibernating,1,0,0
2467638,India,29,5,8238.54,4,4,4,444,4,44,loyal customers,0,0,0
2467656,India,253,1,1700.16,1,1,2,112,1,11,hibernating,1,0,0
2467938,Thailand,8,2,1409.70,5,2,2,522,2,52,potential loyalists,0,0,0
2468010,Thailand,85,2,18599.58,3,2,5,325,3,33,need attention,0,0,0
2468574,Thailand,15,2,10879.86,5,2,4,524,3,53,potential loyalists,0,0,0
2468736,Iraq,8,5,9697.92,5,4,4,544,4,54,loyal customers,0,0,0
2468784,Japan,64,1,2172.24,3,1,2,312,1,31,about to sleep,0,0,0
2469684,China,85,1,455.34,3,1,1,311,1,31,about to sleep,0,0,0
2469852,China,64,13,22578.66,3,5,5,355,5,35,loyal customers,0,0,0
2469864,Vietnam,148,1,618.06,2,1,1,211,1,21,hibernating,1,0,0
2470050,Myanmar,183,1,503.10,2,1,1,211,1,21,hibernating,1,0,0
2470092,Philippines,8,16,8955.48,5,5,4,554,4,54,loyal customers,0,0,0
2470104,India,204,1,582.96,2,1,1,211,1,21,hibernating,1,0,0
2470506,China,155,1,2535.06,2,1,3,213,2,22,hibernating,1,0,0
2470746,Thailand,169,5,31440.60,2,4,5,245,4,24,at risk,1,0,0
2470752,Thailand,8,13,12372.42,5,5,4,554,4,54,loyal customers,0,0,0
2471094,South Korea,1,27,60587.76,5,5,5,555,5,55,champions,0,0,0
2471160,Vietnam,15,2,787.20,5,2,1,521,1,51,new customers,0,0,0
2472078,Vietnam,22,11,27332.46,4,5,5,455,5,45,loyal customers,0,0,0
2472264,India,43,23,61912.56,4,5,5,455,5,45,loyal customers,0,0,0
2472948,South Korea,57,1,391.14,3,1,1,311,1,31,about to sleep,0,0,0
2473068,South Korea,64,9,15130.38,3,4,5,345,4,34,loyal customers,0,0,0
2473386,India,218,2,3664.20,2,2,3,223,2,22,hibernating,1,0,0
2473398,India,43,13,2110.68,4,5,2,452,3,43,potential loyalists,0,0,0
2473470,Afghanistan,8,1,1279.20,5,1,2,512,1,51,new customers,0,0,0
2473968,Vietnam,99,7,11869.68,3,4,4,344,4,34,loyal customers,0,0,0
2474448,Vietnam,358,1,268.80,1,1,1,111,1,11,hibernating,1,0,0
2474550,India,253,3,3669.24,1,3,3,133,3,13,at risk,1,0,0
2474712,India,148,2,868.02,2,2,1,221,1,21,hibernating,1,0,0
2474886,India,15,11,15945.96,5,5,5,555,5,55,champions,0,0,0
2474976,Thailand,15,15,20957.82,5,5,5,555,5,55,champions,0,0,0
2475192,India,288,2,3626.22,1,2,3,123,2,12,hibernating,1,0,0
2475426,Philippines,22,19,15224.22,4,5,5,455,5,45,loyal customers,0,0,0
2475786,China,99,4,21545.40,3,3,5,335,4,34,loyal customers,0,0,0
2476374,Philippines,8,26,24644.46,5,5,5,555,5,55,champions,0,0,0
2476542,China,169,1,1276.62,2,1,2,212,1,21,hibernating,1,0,0
2476782,India,22,1,293.16,4,1,1,411,1,41,promising,0,0,0
2476818,China,120,3,9005.88,3,3,4,334,3,33,need attention,0,0,0
2476974,Vietnam,323,1,2210.82,1,1,2,112,1,11,hibernating,1,0,0
2477460,Vietnam,29,16,22737.60,4,5,5,455,5,45,loyal customers,0,0,0
2477958,China,71,15,21554.16,3,5,5,355,5,35,loyal customers,0,0,0
2478192,Philippines,78,2,1398.84,3,2,2,322,2,32,about to sleep,0,0,0
2478306,China,64,6,4678.80,3,4,3,343,3,33,need attention,0,0,0
2478420,Philippines,85,6,22138.50,3,4,5,345,4,34,loyal customers,0,0,0
2478768,China,127,1,392.10,2,1,1,211,1,21,hibernating,0,0,0
2479104,Thailand,85,1,588.12,3,1,1,311,1,31,about to sleep,0,0,0
2479242,Japan,323,2,586.56,1,2,1,121,1,11,hibernating,1,0,0
2479338,Vietnam,260,5,5123.10,1,4,4,144,4,14,at risk,1,0,0
2479380,India,365,1,1561.50,1,1,2,112,1,11,hibernating,1,0,0
2479548,China,274,2,8777.04,1,2,4,124,3,13,at risk,1,0,0
2480190,Afghanistan,99,4,11622.78,3,3,4,334,3,33,need attention,0,0,0
2480400,China,78,1,4431.24,3,1,3,313,2,32,about to sleep,0,0,0
2480556,India,36,4,3112.74,4,3,3,433,3,43,potential loyalists,0,0,0
2481708,Vietnam,43,8,30393.18,4,4,5,445,4,44,loyal customers,0,0,0
2482590,Vietnam,22,9,2820.84,4,4,3,443,3,43,potential loyalists,0,0,0
2482788,Philippines,1,55,213129.18,5,5,5,555,5,55,champions,0,-1,0
2483742,India,36,12,19537.38,4,5,5,455,5,45,loyal customers,0,0,0
2483760,Philippines,8,34,21296.82,5,5,5,555,5,55,champions,0,0,0
2483892,China,8,1,325.80,5,1,1,511,1,51,new customers,0,0,0
2483898,India,1,11,23014.26,5,5,5,555,5,55,champions,0,0,0
2483928,India,8,12,23926.44,5,5,5,555,5,55,champions,0,0,0
2484156,China,29,1,190.68,4,1,1,411,1,41,promising,0,0,0
2485002,South Korea,351,1,3766.68,1,1,3,113,2,12,hibernating,1,0,0
2485038,Philippines,1,15,17979.06,5,5,5,555,5,55,champions,0,0,0
2485290,Vietnam,288,2,3764.34,1,2,3,123,2,12,hibernating,1,0,0
2486256,Afghanistan,92,9,15664.08,3,4,5,345,4,34,loyal customers,0,0,0
2486322,China,295,2,2433.84,1,2,3,123,2,12,hibernating,1,0,0
2486454,Vietnam,29,3,9026.52,4,3,4,434,3,43,potential loyalists,0,0,0
2486634,Myanmar,1,33,27131.52,5,5,5,555,5,55,champions,0,0,0
2486802,India,141,8,10476.72,2,4,4,244,4,24,at risk,0,0,0
2487012,Philippines,155,3,5766.72,2,3,4,234,3,23,at risk,1,0,0
2487504,Philippines,8,12,5509.56,5,5,4,554,4,54,loyal customers,0,0,0
2487576,Philippines,204,4,1318.92,2,3,2,232,2,22,hibernating,1,0,0
2487582,Philippines,1,41,13940.52,5,5,4,554,4,54,loyal customers,0,0,0
2487594,Philippines,274,2,1772.04,1,2,2,122,2,12,hibernating,1,0,0
2487630,Philippines,351,1,270.00,1,1,1,111,1,11,hibernating,1,0,0
2488506,India,36,3,4885.56,4,3,4,434,3,43,potential loyalists,0,0,0
2489064,China,36,3,3579.42,4,3,3,433,3,43,potential loyalists,0,0,0
2489100,Myanmar,1,29,116696.58,5,5,5,555,5,55,champions,0,0,0
2489304,Afghanistan,15,1,1251.96,5,1,2,512,1,51,new customers,0,0,0
2489316,Philippines,64,1,933.60,3,1,1,311,1,31,about to sleep,0,0,0
2489760,Myanmar,57,9,10250.34,3,4,4,344,4,34,loyal customers,0,0,0
2489778,Thailand,92,5,9276.84,3,4,4,344,4,34,loyal customers,0,0,0
2490192,China,15,25,46778.82,5,5,5,555,5,55,champions,0,0,0
2490384,Vietnam,71,7,8073.30,3,4,4,344,4,34,loyal customers,0,0,0
2490468,Japan,302,1,347.82,1,1,1,111,1,11,hibernating,1,0,0
2490528,China,218,1,474.96,2,1,1,211,1,21,hibernating,1,0,0
2490552,India,1,32,153630.36,5,5,5,555,5,55,champions,0,0,0
2490600,Iraq,29,6,9411.12,4,4,4,444,4,44,loyal customers,0,0,0
2490618,South Korea,29,2,8529.78,4,2,4,424,3,43,potential loyalists,0,0,0
2490852,China,1,57,87371.34,5,5,5,555,5,55,champions,0,-1,0
2490906,India,218,3,3172.32,2,3,3,233,3,23,at risk,1,0,0
2490912,India,323,1,1223.94,1,1,2,112,1,11,hibernating,1,0,0
2491644,India,15,25,64600.20,5,5,5,555,5,55,champions,0,0,0
2491812,Japan,169,3,4632.66,2,3,3,233,3,23,at risk,1,0,0
2491836,China,204,1,3763.80,2,1,3,213,2,22,hibernating,1,0,0
2492118,India,8,2,7971.48,5,2,4,524,3,53,potential loyalists,0,0,0
2492238,China,92,1,1220.70,3,1,2,312,1,31,about to sleep,0,0,0
2492292,India,36,1,425.04,4,1,1,411,1,41,promising,0,0,0
2493162,South Korea,8,20,132010.68,5,5,5,555,5,55,champions,0,-1,0
2493168,South Korea,127,3,12282.60,2,3,4,234,3,23,at risk,0,0,0
2493846,South Korea,274,1,620.16,1,1,1,111,1,11,hibernating,1,0,0
2493954,South Korea,8,3,7665.96,5,3,4,534,3,53,potential loyalists,0,0,0
2494872,China,141,1,2980.44,2,1,3,213,2,22,hibernating,0,0,0
2495004,Vietnam,365,1,183.72,1,1,1,111,1,11,hibernating,1,0,0
2495238,South Korea,1,2,14349.66,5,2,5,525,3,53,potential loyalists,0,0,0
2495244,South Korea,148,2,3611.40,2,2,3,223,2,22,hibernating,1,0,0
2495382,Vietnam,92,1,797.94,3,1,1,311,1,31,about to sleep,0,0,0
2495400,Philippines,8,7,11048.10,5,4,4,544,4,54,loyal customers,0,0,0
2495610,India,15,8,35762.82,5,4,5,545,4,54,loyal customers,0,0,0
2495916,India,134,1,289.80,2,1,1,211,1,21,hibernating,0,0,0
2496426,Vietnam,197,1,617.46,2,1,1,211,1,21,hibernating,1,0,0
2496660,Thailand,15,9,25618.62,5,4,5,545,4,54,loyal customers,0,0,0
2496786,China,120,9,1345.98,3,4,2,342,3,33,need attention,0,0,0
2496912,Vietnam,260,1,617.46,1,1,1,111,1,11,hibernating,1,0,0
2497212,India,64,12,61693.02,3,5,5,355,5,35,loyal customers,0,-1,0
2497284,South Korea,120,5,622.80,3,4,1,341,2,32,about to sleep,0,0,0
2497386,China,155,1,6597.54,2,1,4,214,2,22,hibernating,1,0,0
2497602,Japan,232,1,1120.44,2,1,2,212,1,21,hibernating,1,0,0
2497614,China,239,1,109.68,2,1,1,211,1,21,hibernating,1,0,0
2497656,China,190,3,3384.06,2,3,3,233,3,23,at risk,1,0,0
2497698,Myanmar,57,1,284.70,3,1,1,311,1,31,about to sleep,0,0,0
2497752,Philippines,1,28,62245.08,5,5,5,555,5,55,champions,0,0,0
2497896,Philippines,29,6,7571.10,4,4,4,444,4,44,loyal customers,0,0,0
2497920,Myanmar,57,29,225677.04,3,5,5,355,5,35,loyal customers,0,-1,0
2498202,Myanmar,36,9,11502.00,4,4,4,444,4,44,loyal customers,0,0,0
2498220,Japan,358,1,14899.32,1,1,5,115,3,13,at risk,1,0,0
2498838,Thailand,1,7,3813.18,5,4,3,543,3,53,potential loyalists,0,0,0
2499036,Philippines,15,38,103518.90,5,5,5,555,5,55,champions,0,0,0
2499294,Vietnam,8,7,10354.56,5,4,4,544,4,54,loyal customers,0,0,0
2499372,Philippines,8,4,1778.04,5,3,2,532,2,52,potential loyalists,0,0,0
2499522,Japan,288,1,42045.96,1,1,5,115,3,13,at risk,1,-1,0
2499624,Vietnam,99,10,10507.20,3,5,4,354,4,34,loyal customers,0,0,0
2499720,China,1,26,30447.12,5,5,5,555,5,55,champions,0,0,0
2499810,Myanmar,1,33,56138.52,5,5,5,555,5,55,champions,0,0,0
2500296,India,85,1,63.00,3,1,1,311,1,31,about to sleep,0,0,0
2500416,Vietnam,169,2,385.98,2,2,1,221,1,21,hibernating,1,0,0
2500464,China,50,3,205.08,4,3,1,431,2,42,potential loyalists,0,0,0
2500818,Japan,288,1,4201.50,1,1,3,113,2,12,hibernating,1,0,0
2501568,Afghanistan,1,3,1895.10,5,3,2,532,2,52,potential loyalists,0,0,0
2502012,Philippines,57,1,390.00,3,1,1,311,1,31,about to sleep,0,0,0
2502492,Vietnam,22,1,1222.56,4,1,2,412,1,41,promising,0,0,0
2502648,Vietnam,22,6,5943.54,4,4,4,444,4,44,loyal customers,0,0,0
2502852,India,36,1,1568.04,4,1,2,412,1,41,promising,0,0,0
2502858,India,8,42,123829.32,5,5,5,555,5,55,champions,0,-1,0
2502882,Vietnam,71,7,6895.32,3,4,4,344,4,34,loyal customers,0,0,0
2502894,Vietnam,29,8,7245.84,4,4,4,444,4,44,loyal customers,0,0,0
2504256,Myanmar,8,6,6242.76,5,4,4,544,4,54,loyal customers,0,0,0
2504304,India,71,7,12291.24,3,4,4,344,4,34,loyal customers,0,0,0
2504322,Philippines,99,3,1389.66,3,3,2,332,2,32,about to sleep,0,0,0
2505888,Philippines,36,9,27716.04,4,4,5,445,4,44,loyal customers,0,0,0
2506512,China,260,8,7084.74,1,4,4,144,4,14,at risk,1,0,0
2507604,Vietnam,309,1,617.46,1,1,1,111,1,11,hibernating,1,0,0
2507856,Iraq,22,4,10279.74,4,3,4,434,3,43,potential loyalists,0,0,0
2508258,India,120,2,2879.10,3,2,3,323,2,32,about to sleep,0,0,0
2508276,India,253,2,5130.90,1,2,4,124,3,13,at risk,1,0,0
2508558,Philippines,15,6,8281.20,5,4,4,544,4,54,loyal customers,0,0,0
2509392,Japan,211,1,271.80,2,1,1,211,1,21,hibernating,1,0,0
2509434,Thailand,15,12,15630.90,5,5,5,555,5,55,champions,0,0,0
2509620,Vietnam,162,7,7995.12,2,4,4,244,4,24,at risk,1,0,0
